#KSLOC実績値
#1.2.5 SLOC 規模　(Copyright 2022 IPA)
ksloc
13.104
13.12
13.2
13.2
13.27
13.3
13.34
13.4
13.5014
13.51
13.527
13.6
13.618
13.6503
13.7
13.8
13.8
13.9113
14
14.2
14.202
14.3
14.324
14.4
14.428
14.5038
14.8
14.8
14.848
14.9
15.2
15.202
15.451
15.5
15.5
15.5871
15.91
15.975
15.981
16
16
16.232
16.28
16.4
16.5
16.6
16.6
16.642
16.7
16.803
16.9
17
17
17.027
17.0344
17.06
17.2
17.29
17.3
17.3
17.3
17.3706
17.47
17.5
17.761
17.984
18
18
18.042
18.184
18.27
18.38
18.437
18.5
18.5
18.584
18.6
18.6
18.659
18.7
18.8
18.8
18.826
18.9
18.9
19
19
19
19.1
19.135
19.2
19.25
19.251
19.4
19.5
19.5
19.55
19.62
19.7
19.794
19.8033
20
20
20
20
20
20.1
20.1753
20.196
20.22
20.282
20.323
20.47
20.5
20.5
20.5026
20.569
20.61
20.7
20.738
20.78
20.8
20.8
21
21
21
21
21
21
21.022
21.033
21.046
21.235
21.29
21.5
21.5
21.5
21.6
21.6
21.68
21.8
21.83
21.914
22.1
22.169
22.22
22.22
22.3
22.4
22.432
22.576
22.589
22.683
22.8
23.052
23.141
23.151
23.4
23.4
23.4137
23.488
23.5
23.6
23.7
23.7
23.7468
23.8
23.8
23.852
24
24.1
24.12
24.143
24.156
24.394
24.5
24.6
24.6
24.828
24.9
25
25
25
25
25.1
25.1
25.419
25.5
25.652
25.7
25.737
25.759
25.804
25.911
26
26.045
26.061
26.2
26.2
26.29
26.304
26.3187
26.44
26.5
26.602
26.8
26.9
27
27
27
27.107
27.2
27.2
27.2155
27.261
27.34
27.4
27.5
27.5
27.6
27.62
27.7
27.704
27.845
27.9
27.914
28.17
28.364
28.4
28.4
28.464
28.591
28.6
28.649
28.774
28.78
28.908
28.97
29
29.1
29.2
29.2
29.223
29.444
29.7
29.7
29.8
29.958
30
30
30
30
30
30.003
30.2
30.205
30.22515
30.8
30.934
30.9561
31
31.5
31.6
31.772
31.8
31.8136
31.868
32
32
32
32.1
32.39
32.5
32.516
32.5863
32.64
32.642
32.88
32.954
33.04
33.1
33.127
33.3
33.311
33.44
33.505
33.7
33.731
33.743
33.769
33.8
33.96
34.1
34.112
34.5
34.591
34.616
34.7
34.785
34.916
34.958
35
35.1
35.16
35.19
35.2
35.3
35.4
35.5
35.515
35.7
35.7
35.867
35.984
36
36
36.101
36.2
36.323
36.345
36.387
36.43
36.45
36.535
36.6
36.674
36.697
36.98
37
37.126
37.2
37.28
37.4
37.5
37.51
37.61625
37.7
37.7
37.8
38
38.1
38.15
38.17
38.175
38.2
38.27
38.3
38.3945
38.42
38.5
39
39
39.1
39.102
39.345
39.5
39.758
39.9
40
40.308
40.6
40.604
40.7
40.9
41
41.01
41.022
41.1
41.206
41.3
41.6
41.6
41.8
41.856
42
42
42.21
42.3
42.301
42.4
42.416
42.5
42.596
42.6
42.767
43
43.5
43.588
43.6
43.7
44
44
44
44.208
44.208
44.5
44.86
44.89
45
45
45.056
45.113
45.2
45.39
45.53
45.589
45.7
45.733
46.2
46.2
46.4
46.419
46.728
46.838
47
47
47.22
47.3
47.4
47.5
47.6
47.707
47.8
47.874
48
48.172
48.425
48.5
48.672
48.975
49.3
49.4
49.4
49.504
50.4
50.4735
50.675
50.7
50.926
51.019
51.3
51.8
51.8
52
52
52.16762
52.2
52.275
52.3
52.4
52.75
53
53
53.9623
54.19
54.3
54.3
54.4
54.4
54.55
54.8
55.1
55.264
55.264
55.27
55.368
55.4
55.47
55.634
55.68
55.95
56
56.561
56.6
57
57.085
57.156
57.17
57.7
57.729
58.1
58.4
58.5
58.6089
58.8
59
59.19
59.4
59.4
59.6
59.9
60.6
61
61.099
61.455
61.62
61.795
62
62.5
62.6
62.9
63.361
63.4
64
64.54
65
65.068
65.3
65.5
65.7
65.8
66
66.1
66.2
66.7
66.9
67
67.1
67.9
68
68.3
68.3
68.46
68.761
69
69
69.373
69.8
69.957
70
70.356
71.99
72
72.624
73.2
73.7
73.72
73.936
74.2
74.308
74.935
75
75.556
75.64235
77.353
77.3646
78.2
78.6
79.56
79.761
80.093
80.42
81.1
81.3
81.7
81.839
82.095
82.6
83.0403
83.258
83.3
83.6
84
84.574
84.6945
84.978
85
85.575
86.1
86.4
86.5
86.7
86.7748
86.855
87
87
87.498
87.685
88.5
89
89.2
89.2
89.4
89.8
89.9
91.2
91.521
91.6
91.689
92
92.4
92.853
93.3
93.7
94.1
94.214
94.4
94.486
94.85
95.475
95.763
96.2
96.99
97.2
98.236
98.7
98.819
99.24
99.486
100
100
100.5
100.5
102
102.1
102.34
102.49
102.6
102.713
103.241
103.6
103.675
103.7
103.7
103.7
104.505
104.8
104.969
106.8
108.2
108.205
108.217
108.338
108.5
109.2
109.9
110.3
111.7
112.337
113
113.296
113.449
114.44
114.7
115.54
116.3
116.4
116.4
116.9
118.2069
118.5
118.6
118.6
118.9
119.124
119.3
120.046
120.4
120.5
122.2
123.3
123.769
124.6
125.7
126.5
126.6
126.723
127
127.207
128.7
129
130
130.2
130.576
131.7
133
133.723
134.223
134.9
135.4
135.905
136.689
137
137.3
137.3
139.5
140.973
141.118
141.57
142.6
143.2
143.7
146.7
147.221
147.8
147.837
148.24
149
149.386
149.47
149.5
149.99
150.042
150.1
150.55575
150.8
151.2
152
152.344
155.1
155.8
156.081
158
158.1
158.2
158.2
158.33
158.8
159.973
160
160.1
161.255
166.89
167.7
168.0606
168.5
172
172.1
172.14
176.3
177.38
177.6
179
179.1
180.4
180.4
181.4
181.7
181.888
182.32
182.88
183
184.7
185
187.6154
188.2
193.9
195.3
195.9
197.222
197.412
198.4
199.4496
199.451
200
200
200.4
200.7
201.6
202.7
202.8
203
204
204
204.603
205
208.235
208.8
211
211.9
212
213.1
213.1
214.9
215
215.7
216.5
219
219.448
220.6
221
223.52
224
226
228.6
230.2
233
237.8
238.1
238.714
240.518
243.255
246.1
246.6
247.2
251.6
254.974
257
257.662
258
260
260
267.9
269.63375
283.5
293.9
294.527
297.8
298.2
299
299.6
306.9
308.1
312
312.8
314.582
314.9
322.3
323.1
326.3
329.8
332.4
332.7
340.8
342.6
347.1
348.4
349.2
351.6
356.3
357.7
361.7
365.387
373.2
373.511
377
385.6
386.8
388.67
389.2
390.2
396.11
396.5
397.39
401
406.5
406.723
412
414.05
414.2
415
420.2
422.422
425.8
426.4
430.603
433.443
433.5
437
441.0792
444.8
446
455.9
465.7
486.72
491.4
495
500.11
507.5
507.6
520.1
520.1
531.1
534.3
537.761
539.132
544.6
555.483
559.2
567
568.4
570.2
571.4
571.8
583
601.4
601.4
623
624
642
643.5
655.3
656.9
667
668.5
668.7
682
683.11
691.73
698
698.9
703.7
708
726.3
727
737.7
743.154
770
817.1
839.7
864.4
875
878
881
926.2
946.9
1011.481
1016
1047.4
1049.3
1169.8
1216.762
1337
1479.9
1532
1745
1821.5
1949.4
2110.9
2624
3070
4085.3
4371.4
4414.315
5942.58
7591
8156.139
10216.223
21759
